Product Name,Review Text,Review Rating,Review Date,Reviewer Verified
Asian Mexico11 Beige Mens Sneakers,"Not good. by mukeshlukesh on Oct 03, 2025. . Very bad product",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Excellent. by Shristi on Oct 03, 2025. . Best shoes",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Packaging. by Bharath on Oct 01, 2025. . Please improve packaging. The shoe was not in proper shape due to poor packaging.  Thank you.",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Beautiful produc. by Ujjyal on Sep 29, 2025. . Super shoes",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Not so comfortable. by Kartik on Sep 28, 2025. . Not so comfortable",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Value for money. by Zaka uddin on Sep 28, 2025. . Paisa wasool",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Super product and quality also awesome. by Basvaa on Sep 26, 2025. . I loved it🤩🤩🥳 must buy👍",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Quality issue. by gokul on Sep 26, 2025. . Shoe sole quality low",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Recived a damaged product. by Preet on Sep 24, 2025. . I was all satisfied with product, until I saw a damaged part, though there was a return option for the Shoes, It would be great If I could have a exchange option too..",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Good product. by BAHUT KHATARNAK on Sep 24, 2025. . Good product",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Great. by Shiva on Sep 22, 2025. . Great quality & great deal",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Satisfied. by Anish on Sep 20, 2025. . Amazing shoe...fully satisfied...must buy 👍 quantity is much better",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Super product. by Mritunjoy on Sep 19, 2025. . Mind-blowing",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Noice. by Shashwat on Sep 17, 2025. . Comfortable, cool and aesthetic.",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Excellent. by Ajay tailor on Sep 16, 2025. . Best shoes",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Poor quality. by Jimmy on Sep 16, 2025. . Quality not as excepted",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Great product. by Akhil on Sep 15, 2025. . I absolutely like it",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Payment not received. by yashwant on Sep 11, 2025. . Return my sus",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Sports shoes. by laxman on Sep 10, 2025. . 👍 good packing and product",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Product. by Niyati on Sep 10, 2025. . Less price best quality",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Nycc shoes. by Sunilkumar on Sep 05, 2025. . Looking 😊😊😊😊",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Ek number chhote chahie isiliye. by jogender on Aug 30, 2025. . Order ko wapas change karne ke liye return karne ke liye",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Mahine bhar bhi na chale. by Neha on Aug 30, 2025. . Bilkul ghatuya metrial ka use Kia h isme",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Reasonable price. by Anik on Aug 28, 2025. . Value for money",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Best quality. by Sachin on Aug 26, 2025. . But size is small",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Very nice. by Dev on Aug 25, 2025. . So much good",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Good product. by jayakrishnan on Aug 23, 2025. . Good product  nice look and finishing 👌",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"It's worth of the money. by Madan on Aug 23, 2025. . Good as compared to other shoes",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"वेरी नाइस. by Ram Krishan on Aug 20, 2025. . अच्छी क्वालिटी है",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Quality is good. by MD on Aug 20, 2025. . Nice quality is good",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Wonderful 👍. by Gopal on Aug 19, 2025. . Kaint 👌👌👌",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"not upto mark. by Prathmesh on Aug 16, 2025. . very poor quality of stitching and fitting. better buy a branded shoe that'll last 2yrs than buying such cheap products every 7-8 months. only good thing was the looks but when you wear it, your toes get cramped up and hurt. BIG NO!",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Superb item. by Gohil on Aug 16, 2025. . Good cwality",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Good product. by Syed on Aug 15, 2025. . Very good product like this received as is shown in pic value of money",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"perfect. by Amat Ur on Aug 14, 2025. . It is same as the photo showed",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Super wow 😍. by Pandey on Aug 14, 2025. . Super wow 🥰",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Quality related. by Tilak on Aug 13, 2025. . Product quality is good at this price. 👍🏻",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Quality. by HIMANSHU on Aug 13, 2025. . Product Quality se not satisfied But Shoes are good at this price range",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Great. by rohit on Aug 13, 2025. . Nice deal good job",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"NYC product. by srimanta karmakar on Aug 12, 2025. . Just wow 😍😍",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Happy. by Mohmmad on Aug 12, 2025. . So happy good",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Comfort Meets Style,The Perfect Everyday Shoes. by Sameer on Aug 11, 2025. . Perfect blend of comfort & style! Soft cushioning keeps your feet relaxed even after a full day, and the strong grip. Stylish design matches jeans or casual wear easily. Durable, comfortable, and totally worth the price",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Nice product. by Vinay on Aug 11, 2025. . Nice product",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Good looks but not cumfortable and good soal quality inside. by Naman on Aug 10, 2025. . Looks are okay but there is no  comfort.",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"एक्सीलेंट प्रोडक्ट से प्रोडक्ट excellent product same product. by konur on Aug 07, 2025. . Excellent 👍",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Shoes Review. by Ankit on Aug 04, 2025. . Excellent product on this range",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Quality. by Amrita on Aug 03, 2025. . Poor quality",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Excellent product. by Arnav on Jul 31, 2025. . Best product at best price",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Shukereya.. by Harbans on Jul 30, 2025. . Thanx for good item ji.",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Good product. by kunal on Jul 25, 2025. . Good product",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Very good shoes 👟. by Aryan on Jul 14, 2025. . Very good shoes 👟👟",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Great product. by Sagnik on Jul 14, 2025. . Awesome shoes",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Yagami. by Hamaad on Jul 11, 2025. . Superb quality worth of money you should must by the shoes",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Good quality 👍👍. by Arpit on Jul 10, 2025. . Good deal with quality and comfort 👌",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Asian brand quality is not good. by junaid on Jul 10, 2025. . Focus on quality guys it includes finishing",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Sole is to week as the given price. by anshu on Jul 05, 2025. . All is good",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Shoes. by Pawan on Jun 30, 2025. . Best quality",0,2025-01-20,Yes
Asian Mexico11 Beige Mens Sneakers,"Best quality. by Montu on Jun 29, 2025. . Very bed packaging",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Dec 27, 2025. Bad Built quality.. I Ordered these shoes but stitching tore on one side after just 2 days of normal use. Poor quality—not worth the price. Avoid for durability.",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Oct 14, 2025. Good product 👍. Thanks so much very nice 👍",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Oct 12, 2025. Not good product. Waste of money",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Sep 30, 2025. Good product. A good product value for money😊",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Jun 14, 2025",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"May 28, 2025. Best shoes under budget. blindly go for it.. Best trekking shoes",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Most Helpful Positive Review (23). Jun 21, 2025. Best trekking shoes. I'm buying 1st treking shoes great price and quality experience with snapdeal (feet size +2cm more is exact size fiting) I'm happy I'm. read more",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Most Helpful Critical Review (13). May 05, 2025. Trekking. Do not use it for trekking it worst shoes normal sports shoes are better than this",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Good shoes. by Rahul on Jan 10, 2026. . Grip is good, comfortable, efficient at this price",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Different color. by Amit on Jan 06, 2026. . I want olive color but seller packed navy blue color",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Satisfied product. by Arhaan on Dec 30, 2025. . Excellent product with Asian brand and pocket friendly and very comfortable genuine product in this price. Customer satisfaction 1000% Thank you snapdeal 1shot pass product",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Build quality is very poor. by Mandeep on Dec 29, 2025. . The first time i was wearing the shoes there tounge came off apart now it is hanging what should i do",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Bad Built quality.. by Arpit on Dec 27, 2025. . I Ordered these shoes but stitching tore on one side after just 2 days of normal use. Poor quality—not worth the price. Avoid for durability.",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Great. by Saifuddin on Dec 26, 2025. . Great shoes",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Good looking. by Naushad on Dec 26, 2025. . Comfort shoes Asian brand",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Awesome Trekking Shoes. by Neloy on Dec 15, 2025. . Built quality is perfect and also hardy for trekking. Must go for it.",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Product. by Ankit on Dec 07, 2025. . Nice product but agr delivery lete time paiket खोल ke dikhya jay to or bhi achha rhega.",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Very excellent quality. by Salafi on Dec 04, 2025. . Best product excellent",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"*****product. by Ratnadeep on Nov 16, 2025. . Best shoe ever I have",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Quality average. by VAMSEE on Oct 24, 2025. . Feel that it not original, replica of original. At toe feels tightly, remaining all good",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Good product 👍. by Parbej on Oct 14, 2025. . Thanks so much very nice 👍",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Not good product. by Md on Oct 12, 2025. . Waste of money",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Tite fit. by nitinm52 on Oct 11, 2025. . no comfort for foot 🦶 Problem in walk n were",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Good product. by Rakesh on Oct 09, 2025. . Good experience about purchasing",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Size of the shoe. by narendra on Oct 07, 2025. . I am uncomfortable with size 10  if they increase production size 11 then i will buy more",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Duplicate product. by Sovir on Oct 04, 2025. . Very Very poor",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Good product 👍. by Tushar on Oct 01, 2025. . Cheap price and good product only this app 🥺",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Good product. by Sandeep on Sep 30, 2025. . A good product value for money😊",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"pasting problem. by Jai Ma on Sep 28, 2025. . Finishing achi nhi ha pasting har jagah lgi ha",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Duplicate product delivery. by Shibu on Sep 28, 2025. . Fake product delivery duplicate shoes 😡😡😡",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Very gud. by Syed on Sep 08, 2025. . Vvvvvvvvvvvvvvv gud",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"not waterproof or even splash proof.. by Parveen on Sep 03, 2025. . Awesome grip but thumb get injured while coming down in trek and zero waterproof",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Very good 👍. by Rakesh on Aug 30, 2025. . Very nice 👍",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Nice product with this price. by Rathore on Aug 06, 2025. . Good product 👍🏻",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Nice shoes. by Nasrul on Jul 29, 2025. . Nice shoes for men",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Very low quality. by Ramesh on Jul 18, 2025. . Very poor and low quality shoes",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Product Review. by Raja on Jun 30, 2025. . Shopping experience with snapdeal is good and product quality is also good",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Very nice. by Munna Sk on Jun 23, 2025. . So beautiful",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Best trekking shoes. by Radhe on Jun 21, 2025. . I'm buying 1st treking shoes great price and quality experience with snapdeal (feet size +2cm more is exact size fiting) I'm happy I'm use it for shrikhand kailash yatra.Thanking you 🙏",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Very bed sole. by Dhan on Jun 14, 2025. . Very bed product not value for money",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Not comfortable. by Harsh on Jun 01, 2025. . I ordered one size bigger shoes still the shoe is small. First and last order from asian",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Best shoes under budget. blindly go for it.. by Anil on May 28, 2025. . Best trekking shoes",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"I order olive green, blue got delivered. Also shoe quality is not good stitching are unsymetric. by Tushar on May 19, 2025. . Un symmetric stitching of shoe parts and wrong colour delivered,",0,2025-01-20,Yes
Asian Everest24 Black Mens Trekking,"Trekking. by deepanshu on May 05, 2025. . Do not use it for trekking it worst shoes normal sports shoes are better than this",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Jan 13, 2023",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Jan 07, 2023",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Jan 05, 2023",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Dec 29, 2022",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Dec 24, 2022",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Nov 16, 2022",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Nov 06, 2022",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Nov 05, 2022",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Oct 17, 2022",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Most Helpful Positive Review (41). Sep 27, 2022. Phul babu raj good campus. Quality perfect and good campus Juta",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Most Helpful Critical Review (4). Nov 20, 2024. Bekar he. This is for girls not boys",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Very good. by Nishad on Jan 16, 2026. . Bahut Achcha hai",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Very good items. by Arifur on Jan 10, 2026. . Very good items",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Best quality shoes. by Nitish on Jan 07, 2026. . Best quality",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"V good. by sachin on Jan 07, 2026. . Very very good",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Awesome 👍. by Jaydeb on Jan 04, 2026. . Like this Item",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Good quality. by Sanju on Dec 25, 2025. . Soft and comfortable",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Better Price. by Vinay on Dec 13, 2025. . Best shoping app  Best Quality & Best prices in Snapdeal",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Excellent. by tannu on Dec 05, 2025. . Soch bahut hi acche Hain per size thoda sa bada a Gaya per koi baat nahin vah Maine Kisi aur ko de diya hai",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Nice product. by zubina on Nov 05, 2025. . Thank you snapdeal 🥰  Mujhe snapdeal bohot pasand aaya",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Best shoes. by Santu on Oct 28, 2025. . Best shoes comfortable and soft light weight",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Good 👍. by Vijay on Sep 17, 2025. . Everything good 😊",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Campus shoes. by Dinesh on Jul 26, 2025. . Nice and original campus shoes",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Quality of the shoe. by Souvik on Jul 24, 2025. . Shoe is good . Comfortable.quality better than shop",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Please replace to new another one same. by C.K.Tiwari on Jul 19, 2025. . Ancle pain due to shoes is bend in shape",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Cheap Quality. by Vishrut on Feb 25, 2025. . Just use of 20 days, shoe sole get torn and it's also not breathable so gets stinking after this.",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"poor quality. by Husen on Feb 05, 2025. . poor quality",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Great deal. by Jagadeesh on Jan 02, 2025. . It is worth the money with great quality",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Bekar he. by Harshit on Nov 20, 2024. . This is for girls not boys",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Quality. by PRASHANT on Jan 04, 2024. . Ok but there is need to improve memory foam quality.",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Great Deal. by Dnyaneshwar on Dec 23, 2023. . Best forever 💓",0,2025-01-20,Yes
Campus Oxyfit N Blue Running,"Very nice. by Shakir on Dec 18, 2023. . Awesome very good",0,2025-01-20,Yes
